cost,discharge,quality,quality_care,quality_efficiency,patexp,outcome,provider_id,provider
0.57417416,1742,0.382,0.5,0,0.59,0.35,150158,IU HEALTH WEST HOSPITAL
0.535000575,1748,0.378,0.65,0.4,0.16,0.4,500003,SKAGIT VALLEY HOSPITAL
0.606841308,1751,0.254363636,0.281818182,0,0.14,0.52,310096,"SAINT MICHAEL'S MEDICAL CENTER, INC"
0.6445206,1752,0.248777778,0.388888889,0,0.23,0.34,360081,MERCY ST CHARLES HOSPITAL
0.864989688,1755,0.173954545,0.127272727,0,0.22,0.275,110115,ATLANTA MEDICAL CENTER
0.254728658,1756,0.308,0.52,0,0.43,0.25,300011,ST JOSEPH HOSPITAL
0.312644141,1762,0.342055556,0.477777778,0.4,0.18,0.375,510048,LOGAN REGIONAL MEDICAL CENTER
0.264566723,1763,0.476,0.64,0.3,0.46,0.5,520004,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR
0.898970849,1764,0.479,0.8,0.2,0.25,0.68,450662,VALLEY REGIONAL MEDICAL CENTER
0.844758853,1766,0.496222222,0.611111111,0.7,0.28,0.5,50590,METHODIST HOSPITAL OF SACRAMENTO
0.06280541,1766,0.395,0.35,0.5,0.4,0.35,330009,BRONX-LEBANON HOSPITAL CENTER
0.03019475,1770,0.392545455,0.472727273,0.2,0.56,0.3,510050,WHEELING HOSPITAL
0.856990905,1771,0.3,0.28,0.2,0.22,0.46,50523,SUTTER DELTA MEDICAL CENTER
0.527729357,1772,0.427,0.82,0.1,0.43,0.38,100086,BROWARD HEALTH NORTH
0.560793643,1772,0.318,0.36,0.3,0.24,0.38,500026,SWEDISH EDMONDS HOSPITAL
0.540194943,1773,0.511111111,0.755555556,0,0.7,0.5,330273,PUTNAM HOSPITAL CENTER
0.032288303,1774,0.5535,0.42,0.3,0.74,0.625,150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER
0.51260467,1774,0.293818182,0.509090909,0,0.16,0.48,320018,MEMORIAL MEDICAL CENTER INC
0.880528248,1777,0.434888889,0.844444444,0.1,0.16,0.66,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER
0.956322168,1777,0.379,0.47,0,0.33,0.62,50624,HENRY MAYO NEWHALL  HOSPITAL
0.372485133,1778,0.293055556,0.577777778,0.1,0.2,0.325,110064,MIDTOWN MEDICAL CENTER
0.668786408,1778,0.506,1,0.1,0.32,0.633333333,100156,LAKE CITY MEDICAL CENTER
0.065962881,1781,0.395454545,0.627272727,0,0.36,0.54,390042,"WASHINGTON HOSPITAL, THE"
0.963461473,1783,0.492666667,0.633333333,0.6,0.42,0.4,50225,FEATHER RIVER HOSPITAL
0.412262928,1784,0.350727273,0.763636364,0,0.22,0.44,360359,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER
0.504069,1789,0.422181818,0.490909091,0,0.54,0.54,450200,WADLEY REGIONAL MEDICAL CENTER
0.263323006,1789,0.376,0.6,0.2,0.3,0.42,450128,KNAPP MEDICAL CENTER
0.574162245,1793,0.589,0.62,0.3,0.55,0.8,110184,WELLSTAR DOUGLAS HOSPITAL
0.712510841,1796,0.275444444,0.522222222,0,0.17,0.4,330201,KINGSBROOK JEWISH MEDICAL CENTER
0.844633094,1798,0.441,0.52,0.2,0.55,0.44,50204,PALMDALE REGIONAL MEDICAL CENTER
0.479856515,1799,0.339111111,0.355555556,0.5,0.4,0.16,160024,IOWA LUTHERAN HOSPITAL
0.307277582,1801,0.418818182,0.609090909,0,0.55,0.44,390066,GOOD SAMARITAN HOSPITAL
0.695785032,1801,0.422454545,0.627272727,0,0.51,0.48,60015,CENTURA HEALTH-ST ANTHONY HOSPITAL
0.822539162,1804,0.363909091,0.754545455,0,0.15,0.56,450644,WEST HOUSTON MEDICAL CENTER
0.685107237,1807,0.331545455,0.672727273,0.1,0.33,0.26,670055,METHODIST STONE OAK HOSPITAL
0.132238423,1818,0.425272727,0.636363636,0.2,0.46,0.4,350070,ESSENTIA HEALTH-FARGO
0.610317485,1818,0.396666667,0.433333333,0.2,0.54,0.36,100117,BAPTIST MEDICAL CENTER  BEACHES
0.733858495,1818,0.376090909,0.545454545,0,0.37,0.52,140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN
0.50229173,1819,0.457,0.71,0,0.47,0.58,360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL
0.389917618,1820,0.508833333,0.666666667,0.1,0.61,0.575,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL
0.33401837,1821,0.226277778,0.188888889,0.5,0.27,0.025,380090,BAY AREA HOSPITAL
0.722290853,1821,0.287,0.31,0,0.27,0.48,500141,ST FRANCIS COMMUNITY HOSPITAL
0.683759448,1822,0.383318182,0.709090909,0,0.48,0.325,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON
0.816095167,1825,0.516,0.87,0.3,0.59,0.35,50424,SCRIPPS GREEN HOSPITAL
0.47459766,1828,0.422,0.68,0.8,0.16,0.26,380027,MERCY MEDICAL CENTER
0.413250595,1831,0.341666667,0.233333333,0.5,0.4,0.25,110229,"PIEDMONT NEWNAN HOSPITAL, INC"
0.256295907,1831,0.432111111,0.955555556,0.2,0.35,0.32,180001,ST ELIZABETH FT THOMAS
0.302895945,1834,0.633611111,0.555555556,0.7,0.6,0.675,340008,SCOTLAND MEMORIAL HOSPITAL
0.989238162,1838,0.341454545,0.627272727,0,0.24,0.48,50737,GARFIELD MEDICAL CENTER
0.278126097,1840,0.601818182,0.909090909,0,0.55,0.85,150008,ST CATHERINE HOSPITAL INC
0.954467977,1843,0.336,0.54,0,0.12,0.64,50551,LOS ALAMITOS MEDICAL CENTER
0.55567914,1844,0.346,0.77,0,0.28,0.36,440003,SUMNER REGIONAL MEDICAL CENTER
0.319462212,1845,0.387722222,0.611111111,0,0.61,0.275,230270,OAKWOOD HOSPITAL - TAYLOR
0.847443783,1847,0.438545455,0.372727273,0.2,0.44,0.64,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
0.340738826,1849,0.277333333,0.666666667,0,0.18,0.3,110091,ROCKDALE MEDICAL CENTER
0.798578909,1849,0.282181818,0.390909091,0,0.24,0.44,50129,ST BERNARDINE MEDICAL CENTER
0.15633718,1851,0.199,0.59,0,0.17,0.1,490045,NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER
0.146712537,1856,0.489722222,0.511111111,0.1,0.35,0.875,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY
0.243718501,1858,0.3175,0.75,0.2,0.2,0.225,150024,ESKENAZI HEALTH
0.427962721,1860,0.383,0.525,0.1,0.26,0.6,330196,CONEY ISLAND HOSPITAL
0.17709085,1861,0.410272727,0.536363636,0,0.23,0.78,390267,FORBES HOSPITAL
0.308509711,1861,0.432,0.6,0,0.54,0.5,280023,CHI HEALTH ST FRANCIS
0.925132991,1862,0.404818182,0.609090909,0.5,0.23,0.38,50009,QUEEN OF THE VALLEY MEDICAL CENTER
0.356959949,1863,0.443090909,0.645454545,0.1,0.34,0.64,70036,JOHN DEMPSEY HOSPITAL
0.220536711,1865,0.317,0.27,0.1,0.49,0.32,440029,WILLIAMSON MEDICAL CENTER
0.909410977,1870,0.433818182,0.909090909,0,0.24,0.6,310074,JERSEY CITY MEDICAL CENTER
0.356849461,1871,0.395,0.31,0,0.61,0.5,110006,ST MARY'S HOSPITAL
0.95716043,1872,0.211909091,0.354545455,0,0.27,0.2,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER
0.236647674,1873,0.338777778,0.588888889,0.1,0.57,0.1,340143,CATAWBA VALLEY MEDICAL CENTER
0.423529602,1873,0.320090909,0.745454545,0,0.27,0.3,390096,ST JOSEPH MEDICAL CENTER
0.660539852,1874,0.178777778,0.488888889,0,0.09,0.18,330028,RICHMOND UNIVERSITY MEDICAL CENTER
0.919463499,1878,0.348222222,0.511111111,0,0.2,0.62,100053,HIALEAH HOSPITAL
0.370676869,1878,0.492,0.64,0.5,0.44,0.44,500041,PEACHEALTH ST JOHN MEDICAL CENTER
0.105437111,1884,0.422055556,0.777777778,0.2,0.33,0.425,390091,UPMC NORTHWEST
0.099973111,1885,0.494727273,0.863636364,0.2,0.38,0.56,360011,MARION GENERAL HOSPITAL
0.335430623,1886,0.532888889,0.944444444,0.1,0.78,0.3,330162,NORTHERN WESTCHESTER HOSPITAL
0.621724827,1886,0.439444444,0.422222222,0.2,0.7,0.35,140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER
0.78633026,1886,0.250272727,0.536363636,0.1,0.16,0.25,100032,BAYFRONT HEALTH - ST PETERSBURG
0.21679044,1898,0.3865,0.53,0,0.31,0.625,190017,OPELOUSAS GENERAL HEALTH SYSTEM
0.47268366,1904,0.627909091,0.754545455,0.3,0.71,0.68,140162,ST JOSEPH MEDICAL CENTER
0.418919499,1906,0.526636364,0.518181818,0,0.56,0.85,100289,CLEVELAND CLINIC HOSPITAL
0.304091585,1907,0.458222222,0.911111111,0,0.67,0.25,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL
0.389977624,1910,0.23,0.21,0.1,0.18,0.38,100232,PUTNAM COMMUNITY MEDICAL CENTER
0.258262923,1914,0.531333333,0.666666667,0.1,0.76,0.5,470005,RUTLAND REGIONAL MEDICAL CENTER
0.408807659,1914,0.388666667,0.533333333,0.3,0.14,0.6,70027,MANCHESTER MEMORIAL HOSPITAL
0.627018909,1917,0.339272727,0.636363636,0.1,0.34,0.3,360133,GRANDVIEW HOSPITAL & MEDICAL CENTER
0.206569607,1921,0.394909091,0.554545455,0.1,0.66,0.22,10100,THOMAS HOSPITAL
0.833435126,1925,0.374363636,0.681818182,0.2,0.38,0.28,250031,RIVER REGION HEALTH SYSTEM
0.853130686,1925,0.253727273,0.263636364,0,0.17,0.5,50036,BAKERSFIELD MEMORIAL HOSPITAL
0.113141281,1926,0.409444444,0.422222222,0.2,0.35,0.6,340013,RUTHERFORD REGIONAL MEDICAL CENTER
0.778249467,1927,0.424636364,0.818181818,0,0.51,0.36,250094,WESLEY MEDICAL CENTER
0.756252699,1931,0.251,0.36,0.1,0.37,0.16,30119,MERCY GILBERT MEDICAL CENTER
0.266308714,1931,0.547833333,0.766666667,0.3,0.44,0.675,340042,ONSLOW MEMORIAL HOSPITAL
0.737562713,1931,0.298,0.68,0,0.19,0.35,100287,GOOD SAMARITAN MEDICAL CENTER
0.123675639,1932,0.277111111,0.555555556,0.2,0.22,0.2,440009,CUMBERLAND MEDICAL CENTER
0.744649364,1934,0.357136364,0.818181818,0,0.22,0.425,500025,SWEDISH MEDICAL CENTER / CHERRY HILL
0.737824042,1934,0.428333333,0.466666667,0.1,0.6,0.45,140155,PRESENCE ST MARYS HOSPITAL
0.192619476,1939,0.281454545,0.327272727,0,0.24,0.48,390211,SHARON REGIONAL HEALTH SYSTEM
0.399796079,1939,0.457444444,0.422222222,0.5,0.56,0.35,330222,SARATOGA HOSPITAL
0.571076888,1940,0.363888889,0.844444444,0,0.37,0.28,390057,GRAND VIEW HOSPITAL
0.294890215,1940,0.549,0.4,0.5,0.63,0.6,180011,SAINT JOSEPH LONDON
0.993703404,1941,0.350777778,0.388888889,0,0.27,0.64,50336,LODI MEMORIAL HOSPITAL
0.205386244,1942,0.495666667,0.533333333,0.1,0.68,0.55,140189,SARAH BUSH LINCOLN HEALTH CENTER
0.148325434,1947,0.513277778,0.788888889,0.3,0.21,0.775,200019,SOUTHERN MAINE HEALTH CARE
0.313385072,1948,0.388818182,0.909090909,0,0.41,0.28,150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY
0.806328372,1953,0.546545455,0.972727273,0.2,0.52,0.52,60032,ROSE MEDICAL CENTER
0.112155204,1955,0.447,0.54,0,0.59,0.54,80006,NANTICOKE MEMORIAL HOSPITAL
0.384312294,1956,0.313222222,0.411111111,0.3,0.23,0.34,330221,WYCKOFF HEIGHTS MEDICAL CENTER
0.181384138,1959,0.319888889,0.444444444,0.3,0.29,0.28,340109,SENTARA ALBEMARLE MEDICAL CENTER
0.908306578,1959,0.125777778,0.088888889,0,0.06,0.3,50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
0.091850935,1960,0.318909091,0.554545455,0.2,0.12,0.44,350006,TRINITY HOSPITALS
0.40753226,1960,0.398318182,0.609090909,0.1,0.58,0.275,190039,WEST JEFFERSON MEDICAL CENTER
0.386883915,1961,0.471,0.74,0.1,0.46,0.55,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL
0.62475169,1961,0.466636364,0.518181818,0,0.49,0.72,450677,HUGULEY MEMORIAL MEDICAL CENTER
0.740155401,1962,0.294444444,0.322222222,0.4,0.2,0.3,500021,ST CLARE HOSPITAL
0.572270053,1964,0.421555556,0.577777778,0,0.58,0.44,360174,UPPER VALLEY MEDICAL CENTER
0.986721044,1966,0.211555556,0.577777778,0,0.27,0.05,310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS
0.489263424,1974,0.278611111,0.755555556,0,0.3,0.125,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS
0.573178751,1977,0.387,0.6,0,0.35,0.54,140113,PRESENCE COVENANT MEDICAL CENTER
0.994505652,1977,0.254181818,0.390909091,0.1,0.22,0.3,390290,HAHNEMANN UNIVERSITY HOSPITAL
0.93902041,1982,0.186555556,0.377777778,0,0.22,0.15,390026,CHESTNUT HILL HOSPITAL
0.135442324,1983,0.462611111,0.155555556,0.5,0.68,0.425,250058,SOUTH CENTRAL REG MED CTR
0.068983017,1988,0.220818182,0.309090909,0,0.19,0.34,220036,ST ELIZABETH'S MEDICAL CENTER
0.717813962,1989,0.22,0.44,0.3,0.16,0.08,100051,SOUTH LAKE HOSPITAL
0.882594732,1991,0.337272727,0.636363636,0,0.34,0.36,450002,PROVIDENCE MEMORIAL HOSPITAL
0.665584681,1992,0.403454545,0.327272727,0.1,0.34,0.72,50126,VALLEY PRESBYTERIAN HOSPITAL
0.331726811,1992,0.408045455,0.572727273,0.2,0.57,0.275,140127,ADVOCATE BROMENN MEDICAL CENTER
0.32720619,1993,0.360545455,0.272727273,0,0.44,0.58,250069,RUSH FOUNDATION HOSPITAL
0.215527141,1995,0.288363636,0.181818182,0,0.4,0.44,390265,JEFFERSON REGIONAL MEDICAL CENTER
0.405836646,1997,0.486,0.67,0.2,0.5,0.54,260200,SSM ST JOSEPH HOSPITAL WEST
0.582959837,2000,0.475363636,0.981818182,0,0.33,0.6,300029,PORTSMOUTH REGIONAL HOSPITAL
0.995823713,2002,0.382909091,0.454545455,0.2,0.34,0.5,50367,NORTHBAY MEDICAL CENTER
0.528583089,2003,0.455363636,0.881818182,0,0.37,0.56,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER
0.676026373,2005,0.321181818,0.690909091,0,0.43,0.18,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER
0.048574173,2007,0.315166667,0.533333333,0,0.37,0.325,220020,SAINT ANNE'S HOSPITAL
0.914561301,2007,0.533727273,0.763636364,0,0.53,0.74,450403,MEDICAL CENTER OF MCKINNEY
0.963661889,2008,0.288454545,0.427272727,0.1,0.27,0.34,50243,DESERT REGIONAL MEDICAL CENTER
0.510865438,2010,0.631944444,0.622222222,0.4,0.6,0.825,140043,CGH MEDICAL CENTER
0.580572001,2011,0.236,0.4,0,0.28,0.24,330372,FRANKLIN HOSPITAL
0.146561079,2015,0.279111111,0.355555556,0.2,0.36,0.2,340151,HALIFAX REGIONAL MEDICAL CENTER INC
0.053390317,2017,0.307,0.74,0,0.28,0.25,360218,LICKING MEMORIAL HOSPITAL
0.851324713,2018,0.336909091,0.654545455,0.1,0.32,0.3,60112,SKY RIDGE MEDICAL CENTER
0.309807491,2019,0.619545455,0.572727273,0.8,0.51,0.64,160029,MERCY HOSPITAL
0.34636086,2019,0.396166667,0.533333333,0.3,0.49,0.275,420049,CONWAY MEDICAL CENTER
0.53130229,2025,0.29,0.3,0.1,0.54,0.16,150109,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST
0.285955762,2027,0.296666667,0.533333333,0.2,0.15,0.35,90005,SIBLEY MEMORIAL HOSPITAL
0.11452452,2029,0.378,0.79,0.2,0.2,0.4,510008,BERKELEY MEDICAL CENTER
0.508804654,2029,0.403909091,0.354545455,0,0.55,0.56,60119,MEDICAL CENTER OF THE ROCKIES
0.698272161,2030,0.309,0.69,0,0.22,0.35,180141,UNIVERSITY OF LOUISVILLE HOSPITAL
0.568376818,2031,0.428666667,0.433333333,0,0.59,0.55,450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F
0.967899374,2035,0.271363636,0.681818182,0,0.11,0.34,50231,POMONA VALLEY HOSPITAL MEDICAL CENTER
0.08815691,2041,0.427666667,0.333333333,0.2,0.35,0.72,220011,CAMBRIDGE HEALTH ALLIANCE
0.613187149,2042,0.248090909,0.345454545,0.1,0.13,0.4,140150,UNIVERSITY OF ILLINOIS HOSPITAL
0.477709781,2043,0.456,0.24,0,0.7,0.66,300018,WENTWORTH-DOUGLASS HOSPITAL
0.476595632,2044,0.447333333,0.766666667,0,0.38,0.6,150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC
0.462175786,2044,0.397,0.77,0,0.29,0.52,100045,FLORIDA HOSPITAL DELAND
0.563984136,2045,0.343,0.56,0,0.19,0.58,100063,MORTON PLANT NORTH BAY HOSPITAL
0.308833301,2050,0.641,0.73,0,0.87,0.78,110011,TANNER MEDICAL CENTER - CARROLLTON
0.763015361,2050,0.304181818,0.290909091,0,0.26,0.56,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
0.466440873,2052,0.249,0.2,0.1,0.13,0.5,110165,SOUTHERN REGIONAL MEDICAL CENTER
0.808608088,2053,0.318,0.99,0,0.26,0.14,110177,DOCTORS HOSPITAL
0.077952081,2054,0.255909091,0.454545455,0,0.25,0.3,230054,MARQUETTE GENERAL HOSPITAL
0.333904978,2059,0.449,0.7,0,0.49,0.54,100028,PARRISH MEDICAL CENTER
0.606593948,2060,0.320454545,0.527272727,0.1,0.39,0.26,450862,ST LUKE'S THE WOODLANDS HOSPITAL
0.366666859,2062,0.410636364,0.518181818,0.2,0.43,0.46,170012,SALINA REGIONAL HEALTH CENTER
0.322646089,2064,0.191388889,0.244444444,0,0.1,0.375,50704,MISSION COMMUNITY HOSPITAL
0.562292234,2074,0.331818182,0.909090909,0,0.14,0.36,100039,BROWARD HEALTH MEDICAL CENTER
0.87950545,2075,0.334090909,0.845454545,0,0.15,0.4,100189,NORTHWEST MEDICAL CENTER
0.885446827,2080,0.242,0.4,0,0.18,0.36,290022,DESERT SPRINGS HOSPITAL
0.069155875,2084,0.399222222,0.811111111,0,0.47,0.32,220008,STURDY MEMORIAL HOSPITAL
0.19252958,2088,0.43,0.38,0,0.48,0.7,110003,"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC"
0.762022868,2092,0.300818182,0.309090909,0.1,0.15,0.58,140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL
0.891133498,2094,0.377454545,0.327272727,0,0.2,0.84,50058,GLENDALE MEM HOSPITAL & HLTH CENTER
0.169581779,2095,0.371,0.4,0.3,0.35,0.42,180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER
0.232238689,2096,0.494111111,0.955555556,0,0.27,0.74,180045,ST ELIZABETH FLORENCE
0.829102743,2102,0.333318182,0.609090909,0,0.23,0.475,390226,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS
0.909384122,2104,0.254772727,0.336363636,0,0.15,0.475,10046,RIVERVIEW REGIONAL MEDICAL CENTER
0.064904074,2105,0.437444444,0.522222222,0.6,0.61,0.1,340142,CARTERET GENERAL HOSPITAL
0.310560638,2114,0.477777778,0.488888889,0.4,0.28,0.72,230193,MCLAREN LAPEER REGION
0.38677762,2114,0.300909091,0.454545455,0,0.22,0.48,450101,HILLCREST BAPTIST MEDICAL CENTER
0.42350255,2115,0.359,0.43,0,0.59,0.32,150128,COMMUNITY HOSPITAL SOUTH
0.659444581,2116,0.223222222,0.111111111,0,0.11,0.56,50390,HEMET VALLEY MEDICAL CENTER
0.766291654,2116,0.290888889,0.144444444,0,0.24,0.633333333,450389,EAST TEXAS MEDICAL CENTER ATHENS
0.925613707,2117,0.455777778,0.688888889,0,0.26,0.8,100122,NORTH OKALOOSA MEDICAL CENTER
0.216685672,2119,0.512,0.7,0.3,0.34,0.7,330078,SISTERS OF CHARITY HOSPITAL
0.521310296,2129,0.401777778,0.688888889,0,0.26,0.62,390102,UPMC ST MARGARET
0.561034062,2129,0.477722222,0.611111111,0,0.56,0.625,340073,DUKE HEALTH RALEIGH HOSPITAL
0.703820945,2130,0.411,0.93,0,0.29,0.46,100030,HEALTH CENTRAL
0.779913326,2133,0.310090909,0.245454545,0,0.33,0.54,450211,MEMORIAL MEDICAL CENTER OF EAST TEXAS
0.378320992,2134,0.245777778,0.388888889,0,0.1,0.46,330193,FLUSHING HOSPITAL MEDICAL CENTER
0.909394601,2139,0.220909091,0.354545455,0,0.24,0.26,450668,SIERRA MEDICAL CENTER
0.039108362,2140,0.338666667,0.433333333,0,0.38,0.46,70011,CHARLOTTE HUNGERFORD HOSPITAL
0.261779285,2140,0.356,0.41,0.2,0.22,0.56,510029,THOMAS MEMORIAL HOSPITAL
0.430292581,2140,0.477,0.52,0.2,0.43,0.68,450684,MEMORIAL HERMANN NORTHEAST
0.460464894,2141,0.295363636,0.681818182,0,0.23,0.3,520051,COLUMBIA ST MARYS HOSPITAL MILWAUKEE
0.597707864,2143,0.374636364,0.718181818,0,0.31,0.46,40071,JEFFERSON REGIONAL MEDICAL CENTER
0.294572858,2149,0.314222222,0.311111111,0,0.54,0.3,420009,GHS OCONEE MEMORIAL  HOSPITAL
0.537735187,2153,0.249666667,0.333333333,0,0.25,0.36,330181,GLEN COVE HOSPITAL
0.692342421,2153,0.502727273,0.763636364,0.1,0.44,0.66,60009,LUTHERAN MEDICAL CENTER
0.921310479,2153,0.459,0.5,0.1,0.47,0.66,50103,WHITE MEMORIAL MEDICAL CENTER
0.264660976,2153,0.501181818,0.690909091,0.3,0.41,0.6,520087,GUNDERSEN LUTHERAN MEDICAL CENTER
0.267634403,2155,0.511,0.46,0.1,0.55,0.78,300023,EXETER HOSPITAL INC
0.986095803,2155,0.2825,0.58,0,0.28,0.275,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL
0.165579678,2157,0.319636364,0.518181818,0,0.34,0.38,10144,SPRINGHILL MEMORIAL HOSPITAL
0.246994459,2158,0.503333333,0.366666667,0.5,0.56,0.54,180036,OUR LADY OF BELLEFONTE HOSPITAL
0.771627964,2164,0.37,0.83,0,0.42,0.26,110005,NORTHSIDE HOSPITAL FORSYTH
0.345028867,2165,0.406454545,0.427272727,0,0.61,0.46,190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER
0.061703603,2167,0.425111111,0.655555556,0,0.38,0.6,510046,PRINCETON COMMUNITY HOSPITAL
0.438140844,2171,0.336,0.6,0,0.52,0.2,450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE
0.490447339,2171,0.320636364,0.718181818,0,0.23,0.36,390028,UPMC MERCY
0.859214984,2183,0.298,0.5,0,0.16,0.5,50082,ST JOHNS REGIONAL MEDICAL CENTER
0.139294881,2186,0.265272727,0.336363636,0.3,0.2,0.26,330136,MARY IMOGENE BASSETT HOSPITAL
0.971416335,2187,0.301818182,0.609090909,0,0.08,0.52,50481,WEST HILLS HOSPITAL & MEDICAL CENTER
0.961168069,2194,0.439,0.55,0.4,0.35,0.48,30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER
0.388720309,2197,0.426444444,0.722222222,0,0.44,0.5,100072,FLORIDA HOSPITAL FISH MEMORIAL
0.666846464,2198,0.327909091,0.754545455,0,0.31,0.28,100046,FLORIDA HOSPITAL ZEPHYRHILLS
0.310889038,2202,0.237090909,0.745454545,0.2,0.1,0.06,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC
0.325387859,2203,0.305,0.58,0.3,0.11,0.32,320002,ST VINCENT HOSPITAL
0.283324202,2204,0.582,0.78,0.3,0.6,0.62,160030,MARY GREELEY MEDICAL CENTER
0.624696797,2213,0.418727273,0.563636364,0,0.46,0.56,360076,ATRIUM MEDICAL CENTER
0.509988273,2213,0.402,0.63,0,0.42,0.5,310005,HUNTERDON MEDICAL CENTER
0.42303596,2216,0.445,0.77,0.3,0.27,0.5,490041,MARY IMMACULATE HOSPITAL
0.466939268,2219,0.369363636,0.581818182,0.2,0.17,0.54,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER
0.164621405,2226,0.555111111,0.455555556,0.4,0.8,0.48,140034,ST MARYS HOSPITAL
0.651015583,2227,0.264909091,0.254545455,0.5,0.18,0.2,30055,KINGMAN REGIONAL MEDICAL CENTER
0.406258744,2230,0.427,0.5,0,0.47,0.62,450176,MISSION REGIONAL MEDICAL CENTER
0.597429543,2236,0.389727273,0.463636364,0,0.67,0.32,190045,ST TAMMANY PARISH HOSPITAL
0.750947786,2239,0.267111111,0.155555556,0.1,0.22,0.5,90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL
0.261624389,2239,0.386444444,0.522222222,0,0.44,0.5,10019,HELEN KELLER MEMORIAL HOSPITAL
0.90127934,2239,0.176,0.03,0.1,0.12,0.38,100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER
0.236114746,2240,0.23,0.28,0,0.3,0.28,250082,DELTA REGIONAL MEDICAL CENTER
0.34712829,2240,0.431454545,0.527272727,0.1,0.6,0.42,520013,SACRED HEART HOSPITAL
0.800206341,2241,0.309,0.78,0,0.27,0.24,390223,PENN PRESBYTERIAN MEDICAL CENTER
0.277367864,2241,0.338222222,0.611111111,0,0.52,0.2,360276,ST ELIZABETH BOARDMAN HEALTH CENTER
0.89731688,2245,0.395454545,0.827272727,0.1,0.18,0.52,100238,NORTHSIDE HOSPITAL
0.273435048,2247,0.540818182,0.809090909,0.5,0.59,0.34,260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY
0.48222205,2248,0.385,0.5,0.3,0.27,0.48,170146,PROVIDENCE MEDICAL CENTER
0.787435717,2250,0.320090909,0.645454545,0.1,0.45,0.12,140029,COPLEY MEMORIAL HOSPITAL
0.850472895,2253,0.471454545,0.827272727,0,0.44,0.58,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
0.281282284,2254,0.274090909,0.445454545,0.1,0.11,0.44,450196,PARIS REGIONAL MEDICAL CENTER
0.879084816,2255,0.308181818,0.790909091,0,0.22,0.28,100209,KENDALL REGIONAL MEDICAL CENTER
0.958000918,2255,0.405666667,0.633333333,0,0.28,0.65,50742,OLYMPIA MEDICAL CENTER
0.698927656,2256,0.35,0.34,0,0.48,0.46,140211,DELNOR COMMUNITY HOSPITAL
0.314624024,2257,0.577,0.83,0.6,0.47,0.5,240207,FAIRVIEW RIDGES HOSPITAL
0.029694523,2259,0.496888889,0.744444444,0.6,0.46,0.3,330164,HIGHLAND HOSPITAL
0.436133692,2261,0.487636364,0.618181818,0.2,0.56,0.52,260081,SSM ST CLARE HEALTH CENTER
0.710113704,2262,0.287,0.52,0,0.13,0.48,110192,EASTSIDE MEDICAL CENTER
0.39110976,2269,0.41,0.63,0.1,0.34,0.54,490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER
0.944116345,2269,0.24,0.23,0.1,0.08,0.5,100071,BAYFRONT HEALTH BROOKSVILLE
0.719720562,2270,0.361111111,0.655555556,0.1,0.22,0.48,330332,ST JOSEPH HOSPITAL
0.294247097,2272,0.522222222,0.511111111,0.4,0.4,0.733333333,340071,BETSY JOHNSON REGIONAL  HOSPITAL
