Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,Gadsden,AL,35901,ETOWAH,33.63636364,6.727272727,15,4.5,47.5,14.25,0,0,25.47727273,"600 SOUTH THIRD STREET
Gadsden, AL 35901
(34.004976, -86.003963)"
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,Birmingham,AL,35235,JEFFERSON,67.27272727,13.45454545,27,8.1,46,13.8,10,2,37.35454545,"50 MEDICAL PARK EAST DRIVE
Birmingham, AL 35235
"
10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,Huntsville,AL,35801,MADISON,56,11.2,51,15.3,38,11.4,0,0,37.9,"ONE HOSPITAL DR SE
Huntsville, AL 35801
"
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,Anchorage,AK,99508,ANCHORAGE,49.09090909,9.818181818,23,6.9,76.66666667,23,60,12,51.71818182,"2801 DEBARR ROAD
Anchorage, AK 99508
(61.209613, -149.830958)"
30071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,Ft. Defiance,AZ,865040649,APACHE,32.5,6.5,37,11.1,85,25.5,100,20,63.1,"PO BOX 649
Ft. Defiance, AZ 865040649
"
30094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,Glendale,AZ,853087101,MARICOPA,81.81818182,16.36363636,25,7.5,27.5,8.25,0,0,32.11363636,"18701 NORTH 67TH AVENUE
Glendale, AZ 853087101
(33.653693, -112.202887)"
30001,ABRAZO MARYVALE CAMPUS,5102 WEST CAMPBELL AVENUE,Phoenix,AZ,85031,MARICOPA,65,13,24,7.2,95,28.5,0,0,48.7,"5102 WEST CAMPBELL AVENUE
Phoenix, AZ 85031
(33.502138, -112.1689)"
520038,AURORA MEDICAL CTR WASHINGTON COUNTY,1032 E SUMNER ST,Hartford,WI,53027,WASHINGTON,65.55555556,13.11111111,57,17.1,23.33333333,7,0,0,37.21111111,"1032 E SUMNER ST
Hartford, WI 53027
(43.317603, -88.362389)"
310069,INSPIRA MEDICAL CENTER ELMER,501 WEST FRONT STREET,Elmer,NJ,8318,SALEM,81.11111111,16.22222222,57,17.1,33.33333333,10,0,0,43.32222222,"501 WEST FRONT STREET
Elmer, NJ 08318
(39.588012, -75.179518)"
520021,UNITED HOSPITAL SYSTEM,6308 EIGHTH AVE,Kenosha,WI,53143,KENOSHA,62.72727273,12.54545455,36,10.8,70,21,0,0,44.34545455,"6308 EIGHTH AVE
Kenosha, WI 53143
(42.577036, -87.819278)"
530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,Casper,WY,82601,NATRONA,49.09090909,9.818181818,23,6.9,36,10.8,0,0,27.51818182,"1233 EAST 2ND ST
Casper, WY 82601
(42.848717, -106.308505)"
420102,GHS PATEWOOD MEMORIAL HOSPITAL,175 PATEWOOD DRIVE,Greenville,SC,29615,GREENVILLE,95,27.14285714,98,42,,,70,20,89.14285714,"175 PATEWOOD DRIVE
Greenville, SC 29615
(34.852418, -82.325899)"
370215,OKLAHOMA HEART HOSPITAL,4050 WEST MEMORIAL ROAD,Oklahoma City,OK,73120,OKLAHOMA,85,17,98,29.4,74,22.2,30,6,74.6,"4050 WEST MEMORIAL ROAD
Oklahoma City, OK 73120
(35.609037, -97.596027)"
100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 NORTH WICKHAM ROAD,Melbourne,FL,32935,BREVARD,47.77777778,9.555555556,14,4.2,56.66666667,17,0,0,30.75555556,"250 NORTH WICKHAM ROAD
Melbourne, FL 32935
(28.110382, -80.672608)"
360266,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,7333 SMITH'S MILL ROAD,New Albany,OH,43054,FRANKLIN,60,17.14285714,92,39.42857143,,,60,17.14285714,73.71428571,"7333 SMITH'S MILL ROAD
New Albany, OH 43054
"
190266,THE NEUROMEDICAL CENTER HOSPITAL,10105 PARK ROW CIRCLE,Baton Rouge,LA,70810,EAST BATON ROUGE,,,96,57.6,,,0,0,57.6,"10105 PARK ROW CIRCLE
Baton Rouge, LA 70810
(30.380555, -91.095887)"
50738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,South El Monte,CA,91733,LOS ANGELES,83.75,23.92857143,16,6.857142857,,,0,0,30.78571429,"1701 SANTA ANITA AVE
South El Monte, CA 91733
(34.047972, -118.042423)"
50740,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,Marina Del Rey,CA,90292,LOS ANGELES,35.55555556,7.111111111,19,5.7,52.5,15.75,0,0,28.56111111,"4650 LINCOLN BLVD
Marina Del Rey, CA 90292
(33.981721, -118.440144)"
520009,ST ELIZABETH HOSPITAL,1506 S ONEIDA ST,Appleton,WI,54915,OUTAGAMIE,84.54545455,16.90909091,59,17.7,37.5,11.25,30,6,51.85909091,"1506 S ONEIDA ST
Appleton, WI 54915
(44.247879, -88.404141)"
450860,SUGAR LAND SURGICAL HOSPITAL LLP,16906 SOUTHWEST FREEWAY,Sugar Land,TX,77478,FORT BEND,88.33333333,25.23809524,98,42,,,50,14.28571429,81.52380952,"16906 SOUTHWEST FREEWAY
Sugar Land, TX 77478
(29.590575, -95.63664)"
270087,THE HEALTHCENTER,320 SUNNYVIEW LANE,Kalispell,MT,59901,FLATHEAD,80,22.85714286,64,27.42857143,,,100,28.57142857,78.85714286,"320 SUNNYVIEW LANE
Kalispell, MT 59901
(48.216097, -114.322644)"
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,Belton,MO,64012,CASS,77.77777778,22.22222222,37,15.85714286,,,0,0,38.07936508,"17065 S 71 HIGHWAY
Belton, MO 64012
"
110226,DEKALB MEDICAL CENTER AT HILLANDALE,2801 DEKALB MEDICAL PARKWAY,Lithonia,GA,30058,DE KALB,47.77777778,9.555555556,25,7.5,30,9,0,0,26.05555556,"2801 DEKALB MEDICAL PARKWAY
Lithonia, GA 30058
(33.705488, -84.146927)"
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,13710 ST FRANCIS BOULEVARD,Midlothian,VA,23114,CHESTERFIELD,51,10.2,29,8.7,32,9.6,0,0,28.5,"13710 ST FRANCIS BOULEVARD
Midlothian, VA 23114
(37.466478, -77.659026)"
180149,WESTLAKE REGIONAL HOSPITAL,901 WESTLAKE DRIVE,Columbia,KY,42728,ADAIR,,,100,37.5,35,13.125,10,2.5,53.125,"901 WESTLAKE DRIVE
Columbia, KY 42728
(37.096948, -85.295954)"
30120,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,Gilbert,AZ,85295,MARICOPA,,,78,46.8,,,100,40,86.8,"5656 SOUTH POWER ROAD
Gilbert, AZ 85295
(33.313777, -111.686798)"
260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,Ofallon,MO,63368-2208,ST. CHARLES,57,11.4,57,17.1,60,18,20,4,50.5,"2 PROGRESS POINT PKWY
Ofallon, MO 63368-2208
(38.715098, -90.696597)"
290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,Las Vegas,NV,89113,CLARK,27.27272727,5.454545455,30,9,40,12,0,0,26.45454545,"8280 W WARM SPRINGS ROAD
Las Vegas, NV 89113
(36.055544, -115.271876)"
340184,HAYWOOD REGIONAL MEDICAL CENTER,262 LEROY GEORGE DRIVE,Clyde,NC,28721,HAYWOOD,25.55555556,5.111111111,48,14.4,20,6,50,10,35.51111111,"262 LEROY GEORGE DRIVE
Clyde, NC 28721
(35.525748, -82.944023)"
50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,Tarzana,CA,91356,LOS ANGELES,37.27272727,7.454545455,12,3.6,72,21.6,0,0,32.65454545,"18321 CLARK STREET
Tarzana, CA 91356
(34.169773, -118.531305)"
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,Gig Harbor,WA,98332,PIERCE,51,10.2,30,9,40,12,30,6,37.2,"11567 CANTERWOOD BOULEVARD NW
Gig Harbor, WA 98332
(47.363825, -122.614792)"
490140,"STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD, SUITE 307",Stafford,VA,22554,STAFFORD,71.11111111,14.22222222,43,12.9,50,15,0,0,42.12222222,"101 HOSPITAL CENTER BOULEVARD, SUITE 307
Stafford, VA 22554
(38.414103, -77.40664)"
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,Mishawaka,IN,46545,ST. JOSEPH,80,32,97,58.2,,,,,90.2,"4455 EDISON LAKES PKWY
Mishawaka, IN 46545
(41.700723, -86.176781)"
50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,Vacaville,CA,95688,SOLANO,66.66666667,13.33333333,41,12.3,70,21,100,20,66.63333333,"1 QUALITY DRIVE
Vacaville, CA 95688
(38.388736, -121.938023)"
670071,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,811 WRIGHT STREET,Arlington,TX,76012,TARRANT,90,18,70,21,77.5,23.25,0,0,62.25,"811 WRIGHT STREET
Arlington, TX 76012
(32.748209, -97.115578)"
280133,"NEBRASKA SPINE HOSPITAL, LLC","P O BOX 34400, 6901 NORTH 72ND ST, STE 20300",Omaha,NE,68122,DOUGLAS,,,68,40.8,,,40,16,56.8,"P O BOX 34400, 6901 NORTH 72ND ST, STE 20300
Omaha, NE 68122
"
670076,HERITAGE PARK SURGICAL HOSPITAL,3601 CALAIS DRIVE,Sherman,TX,75090,GRAYSON,41.66666667,11.9047619,98,42,,,0,0,53.9047619,"3601 CALAIS DRIVE
Sherman, TX 75090
"
670075,ST LUKE'S HOSPITAL AT THE VINTAGE,20171 CHASEWOOD PARK DRIVE,Houston,TX,77070,HARRIS,47.77777778,9.555555556,36,10.8,53.33333333,16,0,0,36.35555556,"20171 CHASEWOOD PARK DRIVE
Houston, TX 77070
(29.989489, -95.570248)"
670077,METHODIST WEST HOUSTON HOSPITAL,18500 KATY FREEWAY,Houston,TX,77094,HARRIS,58.18181818,11.63636364,44,13.2,68,20.4,10,2,47.23636364,"18500 KATY FREEWAY
Houston, TX 77094
(29.785529, -95.697331)"
30131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,Phoenix,AZ,85008,MARICOPA,53.33333333,15.23809524,71,30.42857143,,,10,2.857142857,48.52380952,"750 NORTH 40TH STREET
Phoenix, AZ 85008
(33.456823, -111.995208)"
390328,UPMC EAST,2775 MOSSIDE BOULEVARD,Monroeville,PA,15146,ALLEGHENY,79,15.8,43,12.9,45,13.5,0,0,42.2,"2775 MOSSIDE BOULEVARD
Monroeville, PA 15146
(40.436729, -79.757977)"
260228,MERCY MCCUNE BROOKS HOSPITAL,3125 DR RUSSELL SMITH WAY,Carthage,MO,64836,JASPER,24.44444444,6.984126984,44,18.85714286,,,40,11.42857143,37.26984127,"3125 DR RUSSELL SMITH WAY
Carthage, MO 64836
(37.136705, -94.320884)"
370153,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,Hobart,OK,73651,KIOWA,56.25,16.07142857,50,21.42857143,,,80,22.85714286,60.35714286,"429 WEST ELM STREET
Hobart, OK 73651
(35.036817, -99.097454)"
370065,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,Vinita,OK,74301,CRAIG,31.66666667,6.333333333,55,16.5,20,6,30,6,34.83333333,"735 NORTH FOREMAN
Vinita, OK 74301
(36.653172, -95.155757)"
370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,Tulsa,OK,74127,OSAGE,49.09090909,9.818181818,19,5.7,34,10.2,10,2,27.71818182,"744 WEST 9TH STREET
Tulsa, OK 74127
(36.146836, -96.000119)"
450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,Plano,TX,75093,COLLIN,86.66666667,17.33333333,60,18,40,12,0,0,47.33333333,"4700 ALLIANCE BOULEVARD
Plano, TX 75093
(33.014377, -96.791437)"
220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,Newton,MA,2462,MIDDLESEX,62.22222222,12.44444444,54,16.2,66,19.8,0,0,48.44444444,"2014 WASHINGTON STREET
Newton, MA 02462
(42.332812, -71.246035)"
220108,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,Milton,MA,2186,NORFOLK,54.44444444,10.88888889,42,12.6,93.33333333,28,30,6,57.48888889,"199 REEDSDALE ROAD
Milton, MA 02186
(42.25241, -71.075277)"
220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,Boston,MA,2118,SUFFOLK,34.54545455,6.909090909,24,7.2,44,13.2,10,2,29.30909091,"1 BOSTON MEDICAL CENTER PLACE
Boston, MA 02118
(42.334518, -71.075659)"
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,Boston,MA,2215,SUFFOLK,73.63636364,14.72727273,35,10.5,68,20.4,0,0,45.62727273,"330 BROOKLINE AVENUE
Boston, MA 02215
(42.340351, -71.105735)"
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,Needham,MA,2494,NORFOLK,63.33333333,12.66666667,36,10.8,36.66666667,11,30,6,40.46666667,"148 CHESTNUT STREET
Needham, MA 02494
(42.277558, -71.23736)"
220088,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,Boston,MA,2120,SUFFOLK,55.71428571,15.91836735,73,31.28571429,,,0,0,47.20408163,"125 PARKER HILL AVENUE
Boston, MA 02120
(42.330025, -71.106294)"
230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,Battle Creek,MI,49016,CALHOUN,56.66666667,11.33333333,18,5.4,30,9,0,0,25.73333333,"300 NORTH AVENUE
Battle Creek, MI 49016
(42.330192, -85.180415)"
230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,Ann Arbor,MI,48106,WASHTENAW,50,10,37,11.1,82,24.6,10,2,47.7,"5301 E HURON RIVER DR
Ann Arbor, MI 48106
"
230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,Three Rivers,MI,49093,ST. JOSEPH,21.25,4.25,35,10.5,40,12,30,6,32.75,"701 S HEALTH PARKWAY
Three Rivers, MI 49093
(41.934945, -85.646958)"
230207,MCLAREN OAKLAND,50 NORTH PERRY,Pontiac,MI,48342,OAKLAND,62.22222222,12.44444444,27,8.1,46.66666667,14,0,0,34.54444444,"50 NORTH PERRY
Pontiac, MI 48342
(42.637879, -83.290908)"
250004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER,Tupelo,MS,38801,LEE,80.90909091,16.18181818,77,23.1,56,16.8,10,2,58.08181818,"830 S GLOSTER
Tupelo, MS 38801
(34.242203, -88.717758)"
220073,MORTON HOSPITAL,88 WASHINGTON STREET,Taunton,MA,2780,BRISTOL,25.55555556,5.111111111,11,3.3,67.5,20.25,30,6,34.66111111,"88 WASHINGTON STREET
Taunton, MA 02780
(41.905589, -71.094342)"
220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,Ayer,MA,1432,MIDDLESEX,45.55555556,9.111111111,31,9.3,46.66666667,14,10,2,34.41111111,"200 GROTON ROAD
Ayer, MA 01432
(42.576384, -71.573063)"
230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,Southfield,MI,48075,OAKLAND,66.36363636,13.27272727,22,6.6,52,15.6,10,2,37.47272727,"16001 W NINE MILE RD
Southfield, MI 48075
"
230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,Lansing,MI,48910,INGHAM,22.72727273,4.545454546,19,5.7,34,10.2,40,8,28.44545455,"401 W GREENLAWN AVE
Lansing, MI 48910
(42.704805, -84.555517)"
230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,Detroit,MI,48202,WAYNE,41.81818182,8.363636364,20,6,36,10.8,0,0,25.16363636,"2799 W GRAND BLVD
Detroit, MI 48202
(42.366114, -83.084592)"
240187,HUTCHINSON HEALTH,1095 HIGHWAY 15 SOUTH,Hutchinson,MN,55350,MCLEOD,58.88888889,16.82539683,73,31.28571429,,,30,8.571428571,56.68253968,"1095 HIGHWAY 15 SOUTH
Hutchinson, MN 55350
(44.875105, -94.375533)"
240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,Saint Louis Park,MN,55426,HENNEPIN,54.54545455,10.90909091,31,9.3,82,24.6,40,8,52.80909091,"6500 EXCELSIOR BLVD
Saint Louis Park, MN 55426
(44.927087, -93.363512)"
240069,OWATONNA HOSPITAL,2250 26TH STREET NORTHWEST,Owatonna,MN,55060,STEELE,72.22222222,14.44444444,56,16.8,35,10.5,40,8,49.74444444,"2250 26TH STREET NORTHWEST
Owatonna, MN 55060
(44.109718, -93.251245)"
250038,MERIT HEALTH MADISON,161 RIVER OAKS DRIVE,Canton,MS,39046,MADISON,40,11.42857143,40,17.14285714,,,80,22.85714286,51.42857143,"161 RIVER OAKS DRIVE
Canton, MS 39046
(32.583029, -90.08225)"
240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,Cambridge,MN,55008,ISANTI,77.77777778,22.22222222,66,28.28571429,,,70,20,70.50793651,"701 SOUTH DELLWOOD AVENUE
Cambridge, MN 55008
(45.56657, -93.229319)"
240047,ST LUKES HOSPITAL,915 EAST 1ST STREET,Duluth,MN,55805,ST. LOUIS,49.09090909,9.818181818,37,11.1,50,15,0,0,35.91818182,"915 EAST 1ST STREET
Duluth, MN 55805
(46.796675, -92.08748)"
240104,ST FRANCIS REGIONAL MEDICAL CENTER,1455 ST FRANCIS AVENUE,Shakopee,MN,55379,SCOTT,84.44444444,16.88888889,60,18,36.66666667,11,60,12,57.88888889,"1455 ST FRANCIS AVENUE
Shakopee, MN 55379
(44.770073, -93.504151)"
240207,FAIRVIEW RIDGES HOSPITAL,201 EAST NICOLLET BOULEVARD,Burnsville,MN,55337,DAKOTA,83,16.6,47,14.1,50,15,60,12,57.7,"201 EAST NICOLLET BOULEVARD
Burnsville, MN 55337
(44.750104, -93.272966)"
260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,Washington,MO,63090,FRANKLIN,44,8.8,46,13.8,58,17.4,40,8,48,"901 EAST 5TH STREET
Washington, MO 63090
(38.5522, -91.002023)"
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,Independence,MO,64057-2301,JACKSON,67.27272727,13.45454545,34,10.2,34,10.2,0,0,33.85454545,"19600 EAST 39TH STREET
Independence, MO 64057-2301
(39.047771, -94.349313)"
260005,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,Saint Charles,MO,63301-2844,ST. CHARLES,77.27272727,15.45454545,33,9.9,68,20.4,0,0,45.75454545,"300 1ST CAPITOL DR
Saint Charles, MO 63301-2844
(38.780224, -90.484017)"
260004,COOPER COUNTY MEMORIAL HOSPITAL,17651 B HWY,Boonville,MO,65233-2839,COOPER,,,39,23.4,,,0,0,23.4,"17651 B HWY
Boonville, MO 65233-2839
(38.933254, -92.74365)"
260034,BATES COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,Butler,MO,64730,BATES,47.5,9.5,32,9.6,60,18,100,20,57.1,"615 W NURSERY ST
Butler, MO 64730
(38.24959, -94.342633)"
230037,HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,Hillsdale,MI,49242,HILLSDALE,53.33333333,10.66666667,39,11.7,23.33333333,7,20,4,33.36666667,"168 S HOWELL STREET
Hillsdale, MI 49242
(41.911797, -84.631703)"
230054,MARQUETTE GENERAL HOSPITAL,420 W MAGNETIC,Marquette,MI,49855,MARQUETTE,45.45454545,9.090909091,25,7.5,30,9,0,0,25.59090909,"420 W MAGNETIC
Marquette, MI 49855
(46.553605, -87.39908)"
250126,NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DR,Senatobia,MS,38668,TATE,8.571428571,1.714285714,39,11.7,70,21,0,0,34.41428571,"401 GETWELL DR
Senatobia, MS 38668
(34.62471, -89.956743)"
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,Jackson,MS,39216,HINDS,35.45454545,7.090909091,43,12.9,50,15,10,2,36.99090909,"969 LAKELAND DR
Jackson, MS 39216
(32.33369, -90.165147)"
250058,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,Laurel,MS,39440,JONES,15.55555556,3.111111111,68,20.4,42.5,12.75,50,10,46.26111111,"1220 JEFFERSON ST BOX 607
Laurel, MS 39440
(31.685911, -89.14135)"
250100,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,2520 5TH ST N,Columbus,MS,39703,LOWNDES,66.36363636,13.27272727,45,13.5,22,6.6,30,6,39.37272727,"2520 5TH ST N
Columbus, MS 39703
(33.526446, -88.429071)"
280020,CHI HEALTH ST ELIZABETH,555 SOUTH 70TH ST,Lincoln,NE,68510,LANCASTER,51,10.2,44,13.2,20,6,0,0,29.4,"555 SOUTH 70TH ST
Lincoln, NE 68510
(40.807658, -96.625179)"
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,Liberty,MO,64068-9625,CLAY,39.09090909,7.818181818,34,10.2,52,15.6,0,0,33.61818182,"2525 GLENN HENDREN DR
Liberty, MO 64068-9625
(39.276422, -94.424894)"
270032,NORTHERN MONTANA HOSPITAL,30 13TH ST,Havre,MT,59501,HILL,38.88888889,7.777777778,27,8.1,15,4.5,100,20,40.37777778,"30 13TH ST
Havre, MT 59501
(48.539326, -109.686089)"
270017,ST JAMES HEALTHCARE,400 S CLARK ST,Butte,MT,59701,SILVER BOW,42,8.4,29,8.7,30,9,20,4,30.1,"400 S CLARK ST
Butte, MT 59701
(46.008582, -112.546375)"
270014,ST PATRICK HOSPITAL,500 W BROADWAY,Missoula,MT,59802,MISSOULA,25.45454545,5.090909091,45,13.5,36,10.8,50,10,39.39090909,"500 W BROADWAY
Missoula, MT 59802
(46.873905, -113.999891)"
280065,GREAT PLAINS HEALTH,601 WEST LEOTA ST,North Platte,NE,69101,LINCOLN,55,11,34,10.2,30,9,20,4,34.2,"601 WEST LEOTA ST
North Platte, NE 69101
(41.120749, -100.770364)"
280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,Norfolk,NE,68701,MADISON,71.81818182,14.36363636,37,11.1,20,6,0,0,31.46363636,"2700 WEST NORFOLK AVE
Norfolk, NE 68701
(42.032526, -97.450942)"
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,Reno,NV,89503,WASHOE,57.27272727,11.45454545,20,6,60,18,10,2,37.45454545,"235 W 6TH ST
Reno, NV 89503
(39.5317, -119.817864)"
290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY,Sparks,NV,89434,WASHOE,57,11.4,46,13.8,35,10.5,40,8,43.7,"2375 PRATER WAY
Sparks, NV 89434
(39.542505, -119.697455)"
430089,SIOUXLAND SURGERY CENTER LIMITED PARTNERSHIP,600 SIOUX POINT ROAD,Dakota Dunes,SD,57049,UNION,41.66666667,11.9047619,91,39,,,50,14.28571429,65.19047619,"600 SIOUX POINT ROAD
Dakota Dunes, SD 57049
(42.505484, -96.497447)"
430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,Yankton,SD,57078,YANKTON,86.66666667,17.33333333,47,14.1,43.33333333,13,40,8,52.43333333,"501 SUMMIT
Yankton, SD 57078
(42.871285, -97.404888)"
420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,2435 FOREST DR,Columbia,SC,29204,RICHLAND,35.45454545,7.090909091,50,15,68,20.4,10,2,44.49090909,"2435 FOREST DR
Columbia, SC 29204
(34.013278, -81.012142)"
420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,Greenville,SC,29605,GREENVILLE,56.36363636,11.27272727,30,9,62,18.6,10,2,40.87272727,"701 GROVE RD
Greenville, SC 29605
(34.821617, -82.41359)"
420043,NOVANT HEALTH GAFFNEY MEDICAL CENTER,1530 N LIMESTONE ST,Gaffney,SC,29340,CHEROKEE,48.88888889,9.777777778,13,3.9,46.66666667,14,50,10,37.67777778,"1530 N LIMESTONE ST
Gaffney, SC 29340
(35.090854, -81.635054)"
420039,WALLACE THOMSON HOSPITAL,322 W SOUTH ST PO BOX 789,Union,SC,29379,UNION,18,3.6,54,16.2,55,16.5,0,0,36.3,"322 W SOUTH ST PO BOX 789
Union, SC 29379
(34.711615, -81.626731)"
420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION ST,Columbia,SC,29220,RICHLAND,40,8,40,12,50,15,0,0,35,"TAYLOR AT MARION ST
Columbia, SC 29220
(34.007556, -81.032688)"
420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,Mount Pleasant,SC,29464,CHARLESTON,62.22222222,12.44444444,68,20.4,45,13.5,20,4,50.34444444,"2000 HOSPITAL DR
Mount Pleasant, SC 29464
(32.820879, -79.8496)"
420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,Spartanburg,SC,29303,SPARTANBURG,55.45454545,11.09090909,49,14.7,38,11.4,20,4,41.19090909,"101 E WOOD ST
Spartanburg, SC 29303
(34.967852, -81.939927)"
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,Rock Hill,SC,29730,YORK,29.09090909,5.818181818,26,7.8,22,6.6,0,0,20.21818182,"222 S HERLONG AVE
Rock Hill, SC 29730
(34.955198, -81.05125)"
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,115 AIRPORT RD,Sulphur Springs,TX,75482,HOPKINS,36,7.2,52,15.6,73.33333333,22,0,0,44.8,"115 AIRPORT RD
Sulphur Springs, TX 75482
(33.156216, -95.599632)"
430048,SPEARFISH REGIONAL HOSPITAL,1440 N MAIN ST,Spearfish,SD,57783,LAWRENCE,34.44444444,6.888888889,43,12.9,35,10.5,30,6,36.28888889,"1440 N MAIN ST
Spearfish, SD 57783
(44.498351, -103.861259)"
450675,MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,Arlington,TX,76015,TARRANT,97.27272727,19.45454545,31,9.3,18,5.4,0,0,34.15454545,"3301 MATLOCK ROAD
Arlington, TX 76015
(32.691845, -97.114799)"
390267,FORBES HOSPITAL,2570 HAYMAKER ROAD,Monroeville,PA,15146,ALLEGHENY,53.63636364,10.72727273,23,6.9,78,23.4,0,0,41.02727273,"2570 HAYMAKER ROAD
Monroeville, PA 15146
(40.428517, -79.751233)"
390046,YORK HOSPITAL,1001 SOUTH GEORGE STREET,York,PA,17403,YORK,69.09090909,13.81818182,22,6.6,46,13.8,0,0,34.21818182,"1001 SOUTH GEORGE STREET
York, PA 17403
(39.945256, -76.719695)"
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,West Chester,PA,19380,CHESTER,55.45454545,11.09090909,56,16.8,68,20.4,0,0,48.29090909,"701 EAST MARSHALL STREET
West Chester, PA 19380
(39.972278, -75.600736)"
390101,MEMORIAL HOSPITAL,325 SOUTH BELMONT STREET,York,PA,17403,YORK,68,13.6,37,11.1,56,16.8,0,0,41.5,"325 SOUTH BELMONT STREET
York, PA 17403
(39.967244, -76.693816)"
